image,gt_weather,pred_weather,confidence,lane_visibility,lane_count,trusted,mode,correct
0c140522-227e6f11.jpg,clear,snowy,0.7493087649345398,unknown,0,True,slow,False
0c140522-681c508d.jpg,clear,snowy,0.486805260181427,unknown,0,True,slow,False
b0521762-565e20cd.jpg,clear,snowy,0.7486792802810669,unknown,0,True,slow,False
b11cf230-30f5e1a1.jpg,clear,snowy,0.7636688351631165,unknown,0,True,slow,False
b1441e28-1bdefdcc.jpg,clear,rainy,0.3328477144241333,unknown,0,False,caution,False
b1441e28-2ce5325b.jpg,clear,snowy,0.8418769240379333,unknown,0,True,slow,False
b180400c-55e8cfd8.jpg,clear,snowy,0.5770154595375061,unknown,0,True,slow,False
b19de854-698a87b2.jpg,clear,snowy,0.5962647795677185,unknown,0,True,slow,False
fdebe7ab-8409a734.jpg,clear,snowy,0.435365080833435,unknown,0,True,slow,False
fe03f0d8-baf50f96.jpg,clear,rainy,0.7914475798606873,unknown,0,True,normal,False
4be632bb-11d29812.jpg,rainy,clear,0.9565865993499756,unknown,0,True,normal,False
4be632bb-1ec48976.jpg,rainy,clear,0.5574146509170532,unknown,0,True,normal,False
8e3e208e-debc77e1.jpg,rainy,clear,0.990163505077362,unknown,0,True,normal,False
ab82ec13-028202a6.jpg,rainy,clear,0.9978318810462952,unknown,0,True,normal,False
ac988101-a1a27685.jpg,rainy,clear,0.9984076619148254,unknown,0,True,normal,False
ac9be774-980d3d79.jpg,rainy,clear,0.92411607503891,unknown,0,True,normal,False
acab11ed-98df4d32.jpg,rainy,clear,0.986465334892273,unknown,0,True,normal,False
ace9ff28-c7c476f3.jpg,rainy,clear,0.8907562494277954,unknown,0,True,normal,False
ad022cf3-1300cff0.jpg,rainy,clear,0.954158902168274,unknown,0,True,normal,False
ad4f840e-7a615947.jpg,rainy,clear,0.9436568021774292,unknown,0,True,normal,False
ad8c0255-50960335.jpg,rainy,clear,0.9646267294883728,unknown,0,True,normal,False
ad8c0255-5d40a2c7.jpg,rainy,clear,0.9131144285202026,unknown,0,True,normal,False
ae38f91a-c1a7bcbc.jpg,rainy,clear,0.9858554005622864,unknown,0,True,normal,False
